Sample_Name	Group	Inversion
FAB_5X_LAMn_M_EXPOS_DWARF_174	3	Inv_4.1
FAB_5X_LAMn_M_EXPOS_DWARF_175	3	Inv_4.1
FAB_5X_LAMn_M_EXPOS_DWARF_181	3	Inv_4.1
FAB_5X_LAMn_M_EXPOS_DWARF_182	3	Inv_4.1
FAB_5X_LAMn_M_EXPOS_DWARF_185	3	Inv_4.1
FAB_5X_LAMn_M_EXPOS_DWARF_187	3	Inv_4.1
FAB_5X_LAMn_M_EXPOS_DWARF_188	3	Inv_4.1
FAB_5X_LAMn_M_EXPOS_DWARF_60	3	Inv_4.1
FAB_5X_LAMn_M_SHELT_DWARF_106	3	Inv_4.1
FAB_5X_LAMn_M_SHELT_DWARF_112	1	Inv_4.1
FAB_5X_LAMn_M_SHELT_DWARF_42	1	Inv_4.1
FAB_5X_LAMn_M_SHELT_DWARF_47	1	Inv_4.1
FAB_5X_LAMn_M_SHELT_DWARF_97	3	Inv_4.1
FAB_5X_LAMn_M_SHELT_LARGE_103	3	Inv_4.1
FAB_5X_LAMn_M_SHELT_LARGE_108	3	Inv_4.1
FAB_5X_LAMn_M_SHELT_LARGE_132	2	Inv_4.1
FAB_5X_LAMn_M_SHELT_LARGE_45	1	Inv_4.1
FAB_5X_LAMn_M_SHELT_LARGE_50	1	Inv_4.1
FAB_5X_LAMn_M_SHELT_LARGE_91	3	Inv_4.1
FAB_5X_LAMn_M_SHELT_LARGE_98	3	Inv_4.1
FAB_5X_LAMn_M_SHELT_LARGE_99	1	Inv_4.1
FAB_5X_LAMn_M_TRANSI_DWARF_194	3	Inv_4.1
FAB_5X_LAMn_M_TRANSI_DWARF_196	3	Inv_4.1
FAB_5X_LAMn_M_TRANSI_DWARF_201	3	Inv_4.1
FAB_5X_LAMn_M_TRANSI_DWARF_202	3	Inv_4.1
FAB_5X_LAMn_M_TRANSI_DWARF_68	3	Inv_4.1
FAB_5X_LAMn_M_TRANSI_DWARF_69	3	Inv_4.1
FAB_5X_LAMn_M_TRANSI_DWARF_76	3	Inv_4.1
FAB_5X_LAMn_M_TRANSI_DWARF_77	3	Inv_4.1
FAB_5X_LAMn_M_TRANSI_DWARF_80	3	Inv_4.1
FAB_5X_LAMn_M_TRANSI_DWARF_82	3	Inv_4.1
FAB_5X_LAMn_M_TRANSI_DWARF_83	3	Inv_4.1
FAB_5X_LAMn_M_TRANSI_DWARF_84	3	Inv_4.1
FAB_5X_LAMn_M_TRANSI_LARGE_193	3	Inv_4.1
FAB_5X_LAMn_M_TRANSI_LARGE_200	3	Inv_4.1
FAB_5X_LAMn_M_TRANSI_LARGE_206	3	Inv_4.1
FAB_5X_LAMn_M_TRANSI_LARGE_213	2	Inv_4.1
FAB_5X_LAMn_M_TRANSI_LARGE_214	3	Inv_4.1
FAB_5X_LAMn_M_TRANSI_LARGE_71	3	Inv_4.1
FAB_5X_LAMn_M_TRANSI_LARGE_73	3	Inv_4.1
FAB_5X_LAMn_M_TRANSI_LARGE_83	3	Inv_4.1
FAB_5X_LAMn_M_TRANSI_LARGE_85	3	Inv_4.1
FAB_5X_LAMn_M_TRANSI_LARGE_87	3	Inv_4.1
FAB_15X_LOKn_F_SHELT_DWARF_1025	2	Inv_4.1
FAB_15X_LOKn_F_SHELT_LARGE_971	3	Inv_4.1
FAB_15X_LOKn_F_TRANS_DWARF_909	1	Inv_4.1
FAB_15X_LOKn_M_EXPOS_DWARF_827	1	Inv_4.1
FAB_15X_LOKn_M_EXPOS_LARGE_868	3	Inv_4.1
FAB_15X_LOKn_M_SHELT_DWARF_1012	2	Inv_4.1
FAB_15X_LOKn_M_TRANS_LARGE_907	3	Inv_4.1
FAB_5X_LOKn_F_EXPOS_DWARF_814	3	Inv_4.1
FAB_5X_LOKn_F_EXPOS_DWARF_863	1	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_778	2	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_779	3	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_801	3	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_802	3	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_803	3	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_806	3	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_808	3	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_810	3	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_818	1	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_819	3	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_820	3	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_821	3	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_822	1	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_838	2	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_844	3	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_857	1	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_858	3	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_861	3	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_862	3	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_865	3	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_870	3	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_875	1	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_877	3	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_878	1	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_883	1	Inv_4.1
FAB_5X_LOKn_F_EXPOS_LARGE_899	1	Inv_4.1
FAB_5X_LOKn_F_SHELT_DWARF_1000	2	Inv_4.1
FAB_5X_LOKn_F_SHELT_DWARF_1001	2	Inv_4.1
FAB_5X_LOKn_F_SHELT_DWARF_1005	2	Inv_4.1
FAB_5X_LOKn_F_SHELT_DWARF_1006	2	Inv_4.1
FAB_5X_LOKn_F_SHELT_DWARF_1010	2	Inv_4.1
FAB_5X_LOKn_F_SHELT_DWARF_1014	2	Inv_4.1
FAB_5X_LOKn_F_SHELT_DWARF_1016	3	Inv_4.1
FAB_5X_LOKn_F_SHELT_DWARF_1019	2	Inv_4.1
FAB_5X_LOKn_F_SHELT_DWARF_1021	2	Inv_4.1
FAB_5X_LOKn_F_SHELT_DWARF_1022	2	Inv_4.1
FAB_5X_LOKn_F_SHELT_DWARF_1024	2	Inv_4.1
FAB_5X_LOKn_F_SHELT_DWARF_960	2	Inv_4.1
FAB_5X_LOKn_F_SHELT_DWARF_961	2	Inv_4.1
FAB_5X_LOKn_F_SHELT_DWARF_964	2	Inv_4.1
FAB_5X_LOKn_F_SHELT_DWARF_966	2	Inv_4.1
FAB_5X_LOKn_F_SHELT_DWARF_970	1	Inv_4.1
FAB_5X_LOKn_F_SHELT_DWARF_976	2	Inv_4.1
FAB_5X_LOKn_F_SHELT_DWARF_978	2	Inv_4.1
FAB_5X_LOKn_F_SHELT_DWARF_982	2	Inv_4.1
FAB_5X_LOKn_F_SHELT_DWARF_984	2	Inv_4.1
FAB_5X_LOKn_F_SHELT_DWARF_989	2	Inv_4.1
FAB_5X_LOKn_F_SHELT_DWARF_995	2	Inv_4.1
FAB_5X_LOKn_F_SHELT_DWARF_996	1	Inv_4.1
FAB_5X_LOKn_F_SHELT_DWARF_998	2	Inv_4.1
FAB_5X_LOKn_F_SHELT_DWARF_999	2	Inv_4.1
FAB_5X_LOKn_F_SHELT_LARGE_1004	2	Inv_4.1
FAB_5X_LOKn_F_SHELT_LARGE_993	1	Inv_4.1
FAB_5X_LOKn_F_TRANS_DWARF_917	3	Inv_4.1
FAB_5X_LOKn_F_TRANS_DWARF_924	2	Inv_4.1
FAB_5X_LOKn_F_TRANS_DWARF_925	2	Inv_4.1
FAB_5X_LOKn_F_TRANS_DWARF_926	2	Inv_4.1
FAB_5X_LOKn_F_TRANS_DWARF_952	3	Inv_4.1
FAB_5X_LOKn_F_TRANS_DWARF_957	2	Inv_4.1
FAB_5X_LOKn_F_TRANS_LARGE_901	3	Inv_4.1
FAB_5X_LOKn_F_TRANS_LARGE_910	1	Inv_4.1
FAB_5X_LOKn_F_TRANS_LARGE_914	1	Inv_4.1
FAB_5X_LOKn_F_TRANS_LARGE_916	1	Inv_4.1
FAB_5X_LOKn_F_TRANS_LARGE_920	1	Inv_4.1
FAB_5X_LOKn_F_TRANS_LARGE_922	3	Inv_4.1
FAB_5X_LOKn_F_TRANS_LARGE_931	3	Inv_4.1
FAB_5X_LOKn_F_TRANS_LARGE_932	1	Inv_4.1
FAB_5X_LOKn_F_TRANS_LARGE_940	1	Inv_4.1
FAB_5X_LOKn_F_TRANS_LARGE_941	3	Inv_4.1
FAB_5X_LOKn_F_TRANS_LARGE_946	3	Inv_4.1
FAB_5X_LOKn_F_TRANS_LARGE_949	3	Inv_4.1
FAB_5X_LOKn_F_TRANS_LARGE_955	1	Inv_4.1
FAB_5X_LOKn_M_EXPOS_DWARF_789	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_DWARF_811	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_DWARF_829	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_DWARF_830	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_DWARF_831	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_DWARF_869	1	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_776	1	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_780	1	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_782	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_784	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_785	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_787	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_788	1	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_790	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_792	1	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_793	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_794	1	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_797	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_800	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_809	1	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_813	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_815	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_824	1	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_825	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_826	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_832	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_835	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_836	1	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_843	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_846	1	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_847	1	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_848	1	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_849	1	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_853	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_854	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_872	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_876	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_881	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_884	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_885	1	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_886	1	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_888	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_890	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_891	1	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_892	3	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_893	1	Inv_4.1
FAB_5X_LOKn_M_EXPOS_LARGE_895	3	Inv_4.1
FAB_5X_LOKn_M_SHELT_DWARF_1002	2	Inv_4.1
FAB_5X_LOKn_M_SHELT_DWARF_1008	2	Inv_4.1
FAB_5X_LOKn_M_SHELT_DWARF_1009	2	Inv_4.1
FAB_5X_LOKn_M_SHELT_DWARF_1011	1	Inv_4.1
FAB_5X_LOKn_M_SHELT_DWARF_1015	2	Inv_4.1
FAB_5X_LOKn_M_SHELT_DWARF_1020	2	Inv_4.1
FAB_5X_LOKn_M_SHELT_DWARF_962	2	Inv_4.1
FAB_5X_LOKn_M_SHELT_DWARF_967	1	Inv_4.1
FAB_5X_LOKn_M_SHELT_DWARF_968	3	Inv_4.1
FAB_5X_LOKn_M_SHELT_DWARF_972	2	Inv_4.1
FAB_5X_LOKn_M_SHELT_DWARF_979	2	Inv_4.1
FAB_5X_LOKn_M_SHELT_DWARF_980	2	Inv_4.1
FAB_5X_LOKn_M_SHELT_DWARF_986	2	Inv_4.1
FAB_5X_LOKn_M_SHELT_DWARF_987	1	Inv_4.1
FAB_5X_LOKn_M_SHELT_DWARF_988	2	Inv_4.1
FAB_5X_LOKn_M_SHELT_DWARF_990	2	Inv_4.1
FAB_5X_LOKn_M_SHELT_LARGE_974	3	Inv_4.1
FAB_5X_LOKn_M_SHELT_LARGE_991	3	Inv_4.1
FAB_5X_LOKn_M_TRANS_DWARF_900	3	Inv_4.1
FAB_5X_LOKn_M_TRANS_DWARF_903	3	Inv_4.1
FAB_5X_LOKn_M_TRANS_DWARF_905	2	Inv_4.1
FAB_5X_LOKn_M_TRANS_DWARF_915	3	Inv_4.1
FAB_5X_LOKn_M_TRANS_DWARF_927	2	Inv_4.1
FAB_5X_LOKn_M_TRANS_DWARF_930	3	Inv_4.1
FAB_5X_LOKn_M_TRANS_DWARF_935	2	Inv_4.1
FAB_5X_LOKn_M_TRANS_DWARF_936	1	Inv_4.1
FAB_5X_LOKn_M_TRANS_DWARF_937	2	Inv_4.1
FAB_5X_LOKn_M_TRANS_DWARF_938	1	Inv_4.1
FAB_5X_LOKn_M_TRANS_DWARF_943	3	Inv_4.1
FAB_5X_LOKn_M_TRANS_DWARF_944	3	Inv_4.1
FAB_5X_LOKn_M_TRANS_DWARF_950	2	Inv_4.1
FAB_5X_LOKn_M_TRANS_DWARF_959	2	Inv_4.1
FAB_5X_LOKn_M_TRANS_LARGE_902	1	Inv_4.1
FAB_5X_LOKn_M_TRANS_LARGE_906	1	Inv_4.1
FAB_5X_LOKn_M_TRANS_LARGE_911	3	Inv_4.1
FAB_5X_LOKn_M_TRANS_LARGE_912	1	Inv_4.1
FAB_5X_LOKn_M_TRANS_LARGE_918	1	Inv_4.1
FAB_5X_LOKn_M_TRANS_LARGE_921	3	Inv_4.1
FAB_5X_LOKn_M_TRANS_LARGE_928	3	Inv_4.1
FAB_5X_LOKn_M_TRANS_LARGE_942	1	Inv_4.1
FAB_15X_LAMn_F_EXPOS_DWARF_161	1	Inv_4.2
FAB_15X_LAMn_F_EXPOS_DWARF_166	2	Inv_4.2
FAB_15X_LAMn_F_EXPOS_DWARF_169	1	Inv_4.2
FAB_15X_LAMn_F_EXPOS_DWARF_179	2	Inv_4.2
FAB_15X_LAMn_F_SHELT_DWARF_1	3	Inv_4.2
FAB_15X_LAMn_F_SHELT_LARGE_129	3	Inv_4.2
FAB_15X_LAMn_F_SHELT_LARGE_130	3	Inv_4.2
FAB_15X_LAMn_F_SHELT_LARGE_4	2	Inv_4.2
FAB_15X_LAMn_F_SHELT_LARGE_8	3	Inv_4.2
FAB_15X_LAMn_M_EXPOS_DWARF_167	1	Inv_4.2
FAB_15X_LAMn_M_EXPOS_DWARF_170	1	Inv_4.2
FAB_15X_LAMn_M_EXPOS_DWARF_171	2	Inv_4.2
FAB_15X_LAMn_M_EXPOS_LARGE_165	1	Inv_4.2
FAB_15X_LAMn_M_SHELT_DWARF_131	2	Inv_4.2
FAB_15X_LAMn_M_SHELT_LARGE_128	3	Inv_4.2
FAB_15X_LAMn_M_SHELT_LARGE_132	3	Inv_4.2
FAB_15X_LAMn_M_SHELT_LARGE_2	3	Inv_4.2
FAB_15X_LAMn_M_SHELT_LARGE_5	3	Inv_4.2
FAB_5X_LAMn_F_EXPOS_DWARF_142	2	Inv_4.2
FAB_5X_LAMn_F_EXPOS_DWARF_143	2	Inv_4.2
FAB_5X_LAMn_F_EXPOS_DWARF_144	2	Inv_4.2
FAB_5X_LAMn_F_EXPOS_DWARF_147	2	Inv_4.2
FAB_5X_LAMn_F_EXPOS_DWARF_152	2	Inv_4.2
FAB_5X_LAMn_F_EXPOS_DWARF_153	1	Inv_4.2
FAB_5X_LAMn_F_EXPOS_DWARF_156	1	Inv_4.2
FAB_5X_LAMn_F_EXPOS_DWARF_160	2	Inv_4.2
FAB_5X_LAMn_F_EXPOS_DWARF_168	1	Inv_4.2
FAB_5X_LAMn_F_EXPOS_DWARF_173	2	Inv_4.2
FAB_5X_LAMn_F_EXPOS_DWARF_191	2	Inv_4.2
FAB_5X_LAMn_F_EXPOS_DWARF_192	1	Inv_4.2
FAB_5X_LAMn_F_EXPOS_DWARF_54	2	Inv_4.2
FAB_5X_LAMn_F_EXPOS_DWARF_55	2	Inv_4.2
FAB_5X_LAMn_F_EXPOS_LARGE_159	2	Inv_4.2
FAB_5X_LAMn_F_EXPOS_LARGE_180	2	Inv_4.2
FAB_5X_LAMn_F_SHELT_DWARF_121	3	Inv_4.2
FAB_5X_LAMn_F_SHELT_DWARF_126	2	Inv_4.2
FAB_5X_LAMn_F_SHELT_DWARF_89	1	Inv_4.2
FAB_5X_LAMn_F_SHELT_DWARF_94	2	Inv_4.2
FAB_5X_LAMn_F_SHELT_LARGE_100	2	Inv_4.2
FAB_5X_LAMn_F_SHELT_LARGE_102	3	Inv_4.2
FAB_5X_LAMn_F_SHELT_LARGE_104	2	Inv_4.2
FAB_5X_LAMn_F_SHELT_LARGE_105	3	Inv_4.2
FAB_5X_LAMn_F_SHELT_LARGE_107	2	Inv_4.2
FAB_5X_LAMn_F_SHELT_LARGE_111	3	Inv_4.2
FAB_5X_LAMn_F_SHELT_LARGE_114	3	Inv_4.2
FAB_5X_LAMn_F_SHELT_LARGE_117	3	Inv_4.2
FAB_5X_LAMn_F_SHELT_LARGE_118	3	Inv_4.2
FAB_5X_LAMn_F_SHELT_LARGE_119	3	Inv_4.2
FAB_5X_LAMn_F_SHELT_LARGE_11	3	Inv_4.2
FAB_5X_LAMn_F_SHELT_LARGE_122	3	Inv_4.2
FAB_5X_LAMn_F_SHELT_LARGE_123	3	Inv_4.2
FAB_5X_LAMn_F_SHELT_LARGE_127	3	Inv_4.2
FAB_5X_LAMn_F_SHELT_LARGE_133	3	Inv_4.2
FAB_5X_LAMn_F_SHELT_LARGE_15	3	Inv_4.2
FAB_5X_LAMn_F_SHELT_LARGE_39	3	Inv_4.2
FAB_5X_LAMn_F_SHELT_LARGE_40	3	Inv_4.2
FAB_5X_LAMn_F_SHELT_LARGE_41	3	Inv_4.2
FAB_5X_LAMn_F_SHELT_LARGE_46	3	Inv_4.2
FAB_5X_LAMn_F_SHELT_LARGE_49	3	Inv_4.2
FAB_5X_LAMn_F_SHELT_LARGE_90	1	Inv_4.2
FAB_5X_LAMn_F_SHELT_LARGE_93	1	Inv_4.2
FAB_5X_LAMn_F_SHELT_LARGE_95	1	Inv_4.2
FAB_5X_LAMn_F_TRANSI_DWARF_197	2	Inv_4.2
FAB_5X_LAMn_F_TRANSI_DWARF_198	2	Inv_4.2
FAB_5X_LAMn_F_TRANSI_DWARF_205	1	Inv_4.2
FAB_5X_LAMn_F_TRANSI_DWARF_209	3	Inv_4.2
FAB_5X_LAMn_F_TRANSI_DWARF_210	2	Inv_4.2
FAB_5X_LAMn_F_TRANSI_DWARF_87	2	Inv_4.2
FAB_5X_LAMn_F_TRANSI_DWARF_88	3	Inv_4.2
FAB_5X_LAMn_F_TRANSI_LARGE_203	1	Inv_4.2
FAB_5X_LAMn_F_TRANSI_LARGE_207	1	Inv_4.2
FAB_5X_LAMn_F_TRANSI_LARGE_208	2	Inv_4.2
FAB_5X_LAMn_F_TRANSI_LARGE_211	1	Inv_4.2
FAB_5X_LAMn_F_TRANSI_LARGE_212	2	Inv_4.2
FAB_5X_LAMn_F_TRANSI_LARGE_79	1	Inv_4.2
FAB_5X_LAMn_F_TRANSI_LARGE_86	2	Inv_4.2
FAB_5X_LAMn_F_TRANSI_LARGE_88	2	Inv_4.2
FAB_5X_LAMn_M_EXPOS_DWARF_141	1	Inv_4.2
FAB_5X_LAMn_M_EXPOS_DWARF_146	2	Inv_4.2
FAB_5X_LAMn_M_EXPOS_DWARF_148	1	Inv_4.2
FAB_5X_LAMn_M_EXPOS_DWARF_149	1	Inv_4.2
FAB_5X_LAMn_M_EXPOS_DWARF_154	1	Inv_4.2
FAB_5X_LAMn_M_EXPOS_DWARF_157	2	Inv_4.2
FAB_5X_LAMn_M_EXPOS_DWARF_158	1	Inv_4.2
FAB_5X_LAMn_M_EXPOS_DWARF_164	1	Inv_4.2
FAB_5X_LAMn_M_EXPOS_DWARF_174	1	Inv_4.2
FAB_5X_LAMn_M_EXPOS_DWARF_175	1	Inv_4.2
FAB_5X_LAMn_M_EXPOS_DWARF_181	2	Inv_4.2
FAB_5X_LAMn_M_EXPOS_DWARF_182	1	Inv_4.2
FAB_5X_LAMn_M_EXPOS_DWARF_185	2	Inv_4.2
FAB_5X_LAMn_M_EXPOS_DWARF_187	2	Inv_4.2
FAB_5X_LAMn_M_EXPOS_DWARF_188	2	Inv_4.2
FAB_5X_LAMn_M_EXPOS_DWARF_60	2	Inv_4.2
FAB_5X_LAMn_M_SHELT_DWARF_106	1	Inv_4.2
FAB_5X_LAMn_M_SHELT_DWARF_112	3	Inv_4.2
FAB_5X_LAMn_M_SHELT_DWARF_42	3	Inv_4.2
FAB_5X_LAMn_M_SHELT_DWARF_47	3	Inv_4.2
FAB_5X_LAMn_M_SHELT_DWARF_97	1	Inv_4.2
FAB_5X_LAMn_M_SHELT_LARGE_103	1	Inv_4.2
FAB_5X_LAMn_M_SHELT_LARGE_108	1	Inv_4.2
FAB_5X_LAMn_M_SHELT_LARGE_132	1	Inv_4.2
FAB_5X_LAMn_M_SHELT_LARGE_45	3	Inv_4.2
FAB_5X_LAMn_M_SHELT_LARGE_50	3	Inv_4.2
FAB_5X_LAMn_M_SHELT_LARGE_91	1	Inv_4.2
FAB_5X_LAMn_M_SHELT_LARGE_98	2	Inv_4.2
FAB_5X_LAMn_M_SHELT_LARGE_99	3	Inv_4.2
FAB_5X_LAMn_M_TRANSI_DWARF_194	2	Inv_4.2
FAB_5X_LAMn_M_TRANSI_DWARF_196	2	Inv_4.2
FAB_5X_LAMn_M_TRANSI_DWARF_201	1	Inv_4.2
FAB_5X_LAMn_M_TRANSI_DWARF_202	1	Inv_4.2
FAB_5X_LAMn_M_TRANSI_DWARF_68	2	Inv_4.2
FAB_5X_LAMn_M_TRANSI_DWARF_69	2	Inv_4.2
FAB_5X_LAMn_M_TRANSI_DWARF_76	1	Inv_4.2
FAB_5X_LAMn_M_TRANSI_DWARF_77	1	Inv_4.2
FAB_5X_LAMn_M_TRANSI_DWARF_80	1	Inv_4.2
FAB_5X_LAMn_M_TRANSI_DWARF_82	1	Inv_4.2
FAB_5X_LAMn_M_TRANSI_DWARF_83	2	Inv_4.2
FAB_5X_LAMn_M_TRANSI_DWARF_84	2	Inv_4.2
FAB_5X_LAMn_M_TRANSI_LARGE_193	2	Inv_4.2
FAB_5X_LAMn_M_TRANSI_LARGE_200	1	Inv_4.2
FAB_5X_LAMn_M_TRANSI_LARGE_206	1	Inv_4.2
FAB_5X_LAMn_M_TRANSI_LARGE_213	2	Inv_4.2
FAB_5X_LAMn_M_TRANSI_LARGE_214	1	Inv_4.2
FAB_5X_LAMn_M_TRANSI_LARGE_71	2	Inv_4.2
FAB_5X_LAMn_M_TRANSI_LARGE_73	2	Inv_4.2
FAB_5X_LAMn_M_TRANSI_LARGE_83	2	Inv_4.2
FAB_5X_LAMn_M_TRANSI_LARGE_85	2	Inv_4.2
FAB_5X_LAMn_M_TRANSI_LARGE_87	1	Inv_4.2
FAB_15X_LOKn_F_SHELT_DWARF_1025	3	Inv_4.2
FAB_15X_LOKn_F_SHELT_LARGE_971	1	Inv_4.2
FAB_15X_LOKn_F_TRANS_DWARF_909	1	Inv_4.2
FAB_15X_LOKn_M_EXPOS_DWARF_827	1	Inv_4.2
FAB_15X_LOKn_M_EXPOS_LARGE_868	1	Inv_4.2
FAB_15X_LOKn_M_SHELT_DWARF_1012	3	Inv_4.2
FAB_15X_LOKn_M_TRANS_LARGE_907	1	Inv_4.2
FAB_5X_LOKn_F_EXPOS_DWARF_814	3	Inv_4.2
FAB_5X_LOKn_F_EXPOS_DWARF_863	2	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_778	3	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_779	1	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_801	1	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_802	2	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_803	2	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_806	1	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_808	3	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_810	2	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_818	1	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_819	2	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_820	2	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_821	2	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_822	2	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_838	3	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_844	2	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_857	2	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_858	1	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_861	2	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_862	1	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_865	2	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_870	1	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_875	3	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_877	2	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_878	1	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_883	2	Inv_4.2
FAB_5X_LOKn_F_EXPOS_LARGE_899	2	Inv_4.2
FAB_5X_LOKn_F_SHELT_DWARF_1000	3	Inv_4.2
FAB_5X_LOKn_F_SHELT_DWARF_1001	3	Inv_4.2
FAB_5X_LOKn_F_SHELT_DWARF_1005	3	Inv_4.2
FAB_5X_LOKn_F_SHELT_DWARF_1006	3	Inv_4.2
FAB_5X_LOKn_F_SHELT_DWARF_1010	3	Inv_4.2
FAB_5X_LOKn_F_SHELT_DWARF_1014	3	Inv_4.2
FAB_5X_LOKn_F_SHELT_DWARF_1016	3	Inv_4.2
